committee,term_office1,meeting_id,subject,topic,person,affiliation,entity,abbreviation,NGO,c_industry,c_employers,c_trade,c_company,c_research,c_gov,c_parliament,c_public,c_autonomy,c_lobbyst,c_state,c_parks,c_foreign,c_other
OSZ,VIII,26,  - rozpatrzenie rządowego dokumentu: Informacja o stanie lasów oraz o realizacji „Krajowego Programu Zwiększania Lesistości” w 2014 r. (druk nr 547);    - sprawy bieżące.  ,,Andrzej Konieczny, podsekretarz stanu w Ministerstwie Środowiska ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VIII,26,  - rozpatrzenie rządowego dokumentu: Informacja o stanie lasów oraz o realizacji „Krajowego Programu Zwiększania Lesistości” w 2014 r. (druk nr 547);    - sprawy bieżące.  ,,Krzysztof Janeczko , ,,,,,,,,,,,,,,,,,1
OSZ,VIII,26,  - rozpatrzenie rządowego dokumentu: Informacja o stanie lasów oraz o realizacji „Krajowego Programu Zwiększania Lesistości” w 2014 r. (druk nr 547);    - sprawy bieżące.  ,, Andrzej Borowski ,zastępcy dyrektora generalnego Państwowego Gospodarstwa Leśnego - Lasy Państwowe ,Lasy Państwowe,,,,,,,,,,,,,,,,1
OSZ,VIII,26,  - rozpatrzenie rządowego dokumentu: Informacja o stanie lasów oraz o realizacji „Krajowego Programu Zwiększania Lesistości” w 2014 r. (druk nr 547);    - sprawy bieżące.  ,,Katarzyna Papińska, doradca techniczny w Departamencie Środowiska Najwyższej Izby Kontroli ,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VIII,26,  - rozpatrzenie rządowego dokumentu: Informacja o stanie lasów oraz o realizacji „Krajowego Programu Zwiększania Lesistości” w 2014 r. (druk nr 547);    - sprawy bieżące.  ,,Stefan Traczyk, prezes Stowarzyszenia Leśników i Właścicieli Lasów.,,,1,,,,,,,,,,,,,,1
OSZ,VIII,26,  - rozpatrzenie rządowego dokumentu: Informacja o stanie lasów oraz o realizacji „Krajowego Programu Zwiększania Lesistości” w 2014 r. (druk nr 547);    - sprawy bieżące.  ,,Bartosz Bąk,,,,,,,,,,,1,,,,,,,
OSZ,VIII,26,  - rozpatrzenie rządowego dokumentu: Informacja o stanie lasów oraz o realizacji „Krajowego Programu Zwiększania Lesistości” w 2014 r. (druk nr 547);    - sprawy bieżące.  ,, Agnieszka Jasińska,  - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,27,  - Informację Najwyższej Izby Kontroli o wynikach kontroli przeprowadzania strategicznych ocen oddziaływania na środowisko przez organy jednostek samorządu terytorialnego.  ,,Paweł Sałek, sekretarz stanu w Ministerstwie Środowiska ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VIII,27,  - Informację Najwyższej Izby Kontroli o wynikach kontroli przeprowadzania strategicznych ocen oddziaływania na środowisko przez organy jednostek samorządu terytorialnego.  ,,Mieczysław Łuczak, wiceprezes Najwyższej Izby Kontroli wraz ze współpracownikami ,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VIII,27,  - Informację Najwyższej Izby Kontroli o wynikach kontroli przeprowadzania strategicznych ocen oddziaływania na środowisko przez organy jednostek samorządu terytorialnego.  ,,Krzysztof Lissowski, p.o. generalnego dyrektora ochrony środowiska.,,,,,,,,,,,1,,,,,,
OSZ,VIII,27,  - Informację Najwyższej Izby Kontroli o wynikach kontroli przeprowadzania strategicznych ocen oddziaływania na środowisko przez organy jednostek samorządu terytorialnego.  ,,Bartosz Bąk,,,,,,,,,,,1,,,,,,,
OSZ,VIII,27,  - Informację Najwyższej Izby Kontroli o wynikach kontroli przeprowadzania strategicznych ocen oddziaływania na środowisko przez organy jednostek samorządu terytorialnego.  ,, Agnieszka Jasińska,  - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,28,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy - Prawo atomowe (druk nr 570);    - sprawy bieżące.  ,,Andrzej Przybycin, p.o. prezesa Państwowej Agencji Atomistyki wraz ze współpracownikami ,Państwowa Agencja Atomistyki,PAA,,,,,,,,,1,,,,,,
OSZ,VIII,28,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy - Prawo atomowe (druk nr 570);    - sprawy bieżące.  ,,Eliza Błaszczyk ,doradca prawny w Najwyższej Izbie Kontroli ,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VIII,28,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy - Prawo atomowe (druk nr 570);    - sprawy bieżące.  ,,Mirosław Sałata, doradca techniczny w NIK.,,,,,,,,,,,1,,,,,,
OSZ,VIII,28,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy - Prawo atomowe (druk nr 570);    - sprawy bieżące.  ,,Bartosz Bąk,,,,,,,,,,,,,,,,,,
OSZ,VIII,28,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy - Prawo atomowe (druk nr 570);    - sprawy bieżące.  ,, Wioletta Więciorkowska, - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,28,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy - Prawo atomowe (druk nr 570);    - sprawy bieżące.  ,,Jarosław Lichocki,,,,,,,,,,,1,,,,,,,
OSZ,VIII,28,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy - Prawo atomowe (druk nr 570);    - sprawy bieżące.  ,, Wojciech Paluch, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
OSZ,VIII,29,  - uchwałę Senatu w sprawie ustawy o zmianie ustawy - Prawo łowieckie (druk nr 620).  ,,Andrzej Konieczny, podsekretarz stanu w Ministerstwie Środowiska wraz ze współpracownikami ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VIII,29,  - uchwałę Senatu w sprawie ustawy o zmianie ustawy - Prawo łowieckie (druk nr 620).  ,,Jarosław Pasztaleniec, główny specjalista kontroli państwowej Najwyższej Izby Kontroli wraz ze współpracownikami ,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VIII,29,  - uchwałę Senatu w sprawie ustawy o zmianie ustawy - Prawo łowieckie (druk nr 620).  ,,Agnieszka Cichocka, p.o. zastępcy dyrektora Departamentu Wsparcia Krajowego Agencji Restrukturyzacji i Modernizacji Rolnictwa ,,,,,,,,,,,1,,,,,,
OSZ,VIII,29,  - uchwałę Senatu w sprawie ustawy o zmianie ustawy - Prawo łowieckie (druk nr 620).  ,,Marek Wachel, główny specjalista w Zespole Nadzoru Właścicielskiego Agencji Nieruchomości Rolnych ,,,,,,,,,,,1,,,,,,
OSZ,VIII,29,  - uchwałę Senatu w sprawie ustawy o zmianie ustawy - Prawo łowieckie (druk nr 620).  ,,Barbara Jaworska ,dyrektor Biura Federacji Związków Pracodawców-Dzierżawców i Właścicieli Rolnych ,,,,,1,,,,,,,,,,,,
OSZ,VIII,29,  - uchwałę Senatu w sprawie ustawy o zmianie ustawy - Prawo łowieckie (druk nr 620).  ,,Bartosz Bąk, ,,,,,,,,,,1,,,,,,,
OSZ,VIII,29,  - uchwałę Senatu w sprawie ustawy o zmianie ustawy - Prawo łowieckie (druk nr 620).  ,,Ewa Karpińska-Brzost,,,,,,,,,,,1,,,,,,,
OSZ,VIII,29,  - uchwałę Senatu w sprawie ustawy o zmianie ustawy - Prawo łowieckie (druk nr 620).  ,, Ewa Orłowska,,,,,,,,,,,1,,,,,,,
OSZ,VIII,29,  - uchwałę Senatu w sprawie ustawy o zmianie ustawy - Prawo łowieckie (druk nr 620).  ,, Dariusz Rzepnikowski, - z sekretariatu Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,29,  - uchwałę Senatu w sprawie ustawy o zmianie ustawy - Prawo łowieckie (druk nr 620).  ,,Dorota Rutkowska-Skwara, - legislator z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
OSZ,VIII,30,  - rozpatrzenie i zaopiniowanie dla Komisji Finansów Publicznych Sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2015 r. (druk nr 553) wraz z Analizą NIK w zakresie:  ,,Mariusz Gajda, podsekretarz stanu w Ministerstwie Środowiska wraz ze współpracownikami ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VIII,30,  - rozpatrzenie i zaopiniowanie dla Komisji Finansów Publicznych Sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2015 r. (druk nr 553) wraz z Analizą NIK w zakresie:  ,,Kazimierz Kujda ,prezes Zarządu Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej wraz ze współpracownikami ,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,1,,,,,,
OSZ,VIII,30,  - rozpatrzenie i zaopiniowanie dla Komisji Finansów Publicznych Sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2015 r. (druk nr 553) wraz z Analizą NIK w zakresie:  ,,Iwona Koza, p.o. prezesa Krajowego Zarządu Gospodarki Wodnej wraz ze współpracownikami ,Krajowa Rada Gospodarki Wodnej,KZGW,,,,,,,,,1,,,,,,
OSZ,VIII,30,  - rozpatrzenie i zaopiniowanie dla Komisji Finansów Publicznych Sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2015 r. (druk nr 553) wraz z Analizą NIK w zakresie:  ,,Andrzej Przybycin, p.o. prezesa Państwowej Agencji Atomistyki wraz ze współpracownikami,Państwowa Agencja Atomistyki,PAA,,,,,,,,,1,,,,,,
OSZ,VIII,30,  - rozpatrzenie i zaopiniowanie dla Komisji Finansów Publicznych Sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2015 r. (druk nr 553) wraz z Analizą NIK w zakresie:  ,, Roman Jaworski, zastępca głównego inspektora ochrony środowiska ,,,,,,,,,,,1,,,,,,
OSZ,VIII,30,  - rozpatrzenie i zaopiniowanie dla Komisji Finansów Publicznych Sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2015 r. (druk nr 553) wraz z Analizą NIK w zakresie:  ,,Marek Kajs, zastępca generalnego dyrektora ochrony środowiska ,,,,,,,,,,,1,,,,,,
OSZ,VIII,30,  - rozpatrzenie i zaopiniowanie dla Komisji Finansów Publicznych Sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2015 r. (druk nr 553) wraz z Analizą NIK w zakresie:  ,,Anna Krzywicka, dyrektor Departamentu Środowiska Najwyższej Izby Kontroli wraz ze współpracownikami,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VIII,30,  - rozpatrzenie i zaopiniowanie dla Komisji Finansów Publicznych Sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2015 r. (druk nr 553) wraz z Analizą NIK w zakresie:  ,, Ewa Milewska, zastępca dyrektora Departamentu Finansowania Sfery Gospodarczej Ministerstwa Finansów. ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
OSZ,VIII,30,  - rozpatrzenie i zaopiniowanie dla Komisji Finansów Publicznych Sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2015 r. (druk nr 553) wraz z Analizą NIK w zakresie:  ,,Bartosz Bąk,,,,,,,,,,,,,,,,,,
OSZ,VIII,30,  - rozpatrzenie i zaopiniowanie dla Komisji Finansów Publicznych Sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2015 r. (druk nr 553) wraz z Analizą NIK w zakresie:  ,, Eliza Kalita, - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,31,  - powołanie Podkomisji stałej ds. monitorowania gospodarki odpadami;    - rozpatrzenie i zaopiniowanie dla Komisji do Spraw Kontroli Państwowej sprawozdania z działalności Najwyższej Izby Kontroli w 2015 r. (druk nr 618) w zakresie działania Komisji.  ,,Sławomir Mazurek, podsekretarz stanu w Ministerstwie Środowiska ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VIII,31,  - powołanie Podkomisji stałej ds. monitorowania gospodarki odpadami;    - rozpatrzenie i zaopiniowanie dla Komisji do Spraw Kontroli Państwowej sprawozdania z działalności Najwyższej Izby Kontroli w 2015 r. (druk nr 618) w zakresie działania Komisji.  ,,Andrzej Styczeń, dyrektor generalny Najwyższej Izby Kontroli wraz ze współpracownikami.,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VIII,31,  - powołanie Podkomisji stałej ds. monitorowania gospodarki odpadami;    - rozpatrzenie i zaopiniowanie dla Komisji do Spraw Kontroli Państwowej sprawozdania z działalności Najwyższej Izby Kontroli w 2015 r. (druk nr 618) w zakresie działania Komisji.  ,,Bartosz Bąk,,,,,,,,,,,1,,,,,,,
OSZ,VIII,31,  - powołanie Podkomisji stałej ds. monitorowania gospodarki odpadami;    - rozpatrzenie i zaopiniowanie dla Komisji do Spraw Kontroli Państwowej sprawozdania z działalności Najwyższej Izby Kontroli w 2015 r. (druk nr 618) w zakresie działania Komisji.  ,, Andrzej Kniaziowski,  - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,32,  - rządowy projektu ustawy o dostępie do zasobów genetycznych i podziale korzyści z ich wykorzystania (druk nr 644).  ,,Andrzej Szweda-Lewandowski, podsekretarz stanu w Ministerstwie Środowiska wraz ze współpracownikami ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VIII,32,  - rządowy projektu ustawy o dostępie do zasobów genetycznych i podziale korzyści z ich wykorzystania (druk nr 644).  ,,Katarzyna Papińska, doradca techniczny w Departamencie Środowiska Najwyższej Izby Kontroli.,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VIII,32,  - rządowy projektu ustawy o dostępie do zasobów genetycznych i podziale korzyści z ich wykorzystania (druk nr 644).  ,,Bartosz Bąk,,,,,,,,,,,1,,,,,,,
OSZ,VIII,32,  - rządowy projektu ustawy o dostępie do zasobów genetycznych i podziale korzyści z ich wykorzystania (druk nr 644).  ,, Andrzej Kniaziowski,  - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,32,  - rządowy projektu ustawy o dostępie do zasobów genetycznych i podziale korzyści z ich wykorzystania (druk nr 644).  ,,Łukasz Grabarczyk,,,,,,,,,,,1,,,,,,,
OSZ,VIII,32,  - rządowy projektu ustawy o dostępie do zasobów genetycznych i podziale korzyści z ich wykorzystania (druk nr 644).  ,, Sławomir Osuch, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
OSZ,VIII,33,  - poprawki zgłoszone w czasie drugiego czytania do projektu ustawy o dostępie do zasobów genetycznych i podziale korzyści z ich wykorzystania (druki nr 644 i 721).  ,,Andrzej Szweda-Lewandowski, podsekretarz stanu w Ministerstwie Środowiska wraz ze współpracownikami ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VIII,33,  - poprawki zgłoszone w czasie drugiego czytania do projektu ustawy o dostępie do zasobów genetycznych i podziale korzyści z ich wykorzystania (druki nr 644 i 721).  ,,Kornel Drabarek, wicedyrektor Departamentu Środowiska Najwyższej Izby Kontroli. ,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VIII,33,  - poprawki zgłoszone w czasie drugiego czytania do projektu ustawy o dostępie do zasobów genetycznych i podziale korzyści z ich wykorzystania (druki nr 644 i 721).  ,,"Bartosz Bąk, Andrzej Kniaziowski",  - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,33,  - poprawki zgłoszone w czasie drugiego czytania do projektu ustawy o dostępie do zasobów genetycznych i podziale korzyści z ich wykorzystania (druki nr 644 i 721).  ,,Łukasz Grabarczyk, - legislator z Biura Legislacyjnego. ,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
OSZ,VIII,34,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy o lasach (druk nr 681);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 sierpnia do  31 grudnia 2016 r.  ,,Andrzej Konieczny, podsekretarz stanu w Ministerstwie Środowiska wraz ze współpracownikami ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VIII,34,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy o lasach (druk nr 681);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 sierpnia do  31 grudnia 2016 r.  ,,Andrzej Borowski ,i,,,,,,,,,,,,,,,,,
OSZ,VIII,34,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy o lasach (druk nr 681);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 sierpnia do  31 grudnia 2016 r.  ,, Krzysztof Janeczko ,zastępcy dyrektora generalnego Państwowego Gospodarstwa Leśnego Lasy Państwowe ,Lasy Państwowe,,,,,,,,,,,,,,,,1
OSZ,VIII,34,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy o lasach (druk nr 681);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 sierpnia do  31 grudnia 2016 r.  ,,Teresa Warchałowska, zastępca dyrektora Departamentu Środowiska Najwyższej Izby Kontroli ,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VIII,34,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy o lasach (druk nr 681);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 sierpnia do  31 grudnia 2016 r.  ,,Marcin Maksymiuk, ekspert Związku Powiatów Polskich,Związek Powiatów Polskich,,1,,,,,,,,,1,,,,,
OSZ,VIII,34,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy o lasach (druk nr 681);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 sierpnia do  31 grudnia 2016 r.  ,,Marek Szolc, przedstawiciel ClientEarth Prawnicy dla Ziemi.,Fundacja ClientEarth Prawnicy dla Ziemi,,,,,,1,,,,,,,,,,
OSZ,VIII,34,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy o lasach (druk nr 681);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 sierpnia do  31 grudnia 2016 r.  ,,Bartosz Bąk,,,,,,,,,,,,,,,,,,
OSZ,VIII,34,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy o lasach (druk nr 681);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 sierpnia do  31 grudnia 2016 r.  ,, Andrzej Kniaziowski, - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,34,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy o lasach (druk nr 681);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 sierpnia do  31 grudnia 2016 r.  ,,Łukasz Grabarczyk,,,,,,,,,,,,,,,,,,
OSZ,VIII,34,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy o lasach (druk nr 681);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 sierpnia do  31 grudnia 2016 r.  ,, Sławomir Osuch, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
OSZ,VIII,35,  - pierwsze czytanie komisyjnego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska (druk nr 774);  ,,Mariusz Gajda , ,,,,,,,,,1,,,,,,,,
OSZ,VIII,35,  - rozpatrzenie Informacji o gospodarowaniu wodami w Polsce w latach 2014-2015 (druk nr 631);    - rozpatrzenie Informacji Najwyższej Izby Kontroli o wynikach kontroli działania organów gmin na rzecz zwiększenia liczby użytkowników sieci kanalizacji sanitarnej.  ,, Sławomir Mazurek, podsekretarze stanu w Ministerstwie Środowiska wraz ze współpracownikami ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VIII,35,  - rozpatrzenie Informacji o gospodarowaniu wodami w Polsce w latach 2014-2015 (druk nr 631);    - rozpatrzenie Informacji Najwyższej Izby Kontroli o wynikach kontroli działania organów gmin na rzecz zwiększenia liczby użytkowników sieci kanalizacji sanitarnej.  ,,Mieczysław Łuczak, wiceprezes Najwyższej Izby Kontroli wraz ze współpracownikami ,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VIII,35,  - rozpatrzenie Informacji o gospodarowaniu wodami w Polsce w latach 2014-2015 (druk nr 631);    - rozpatrzenie Informacji Najwyższej Izby Kontroli o wynikach kontroli działania organów gmin na rzecz zwiększenia liczby użytkowników sieci kanalizacji sanitarnej.  ,,Robert Kęsy, p.o. zastępcy Prezesa Krajowego Zarządu Gospodarki Wodami wraz ze współpracownikami,,,,,,,,,,,,,,,,,
OSZ,VIII,35,  - rozpatrzenie Informacji o gospodarowaniu wodami w Polsce w latach 2014-2015 (druk nr 631);    - rozpatrzenie Informacji Najwyższej Izby Kontroli o wynikach kontroli działania organów gmin na rzecz zwiększenia liczby użytkowników sieci kanalizacji sanitarnej.  ,,Dorota Jakuta, prezes Izby Gospodarczej Wodociągi Polskie wraz ze współpracownikami ,Izba Gospodarcza Wodociągi Polskie,,,1,,,,,,,,,,,,,
OSZ,VIII,35,  - rozpatrzenie Informacji o gospodarowaniu wodami w Polsce w latach 2014-2015 (druk nr 631);    - rozpatrzenie Informacji Najwyższej Izby Kontroli o wynikach kontroli działania organów gmin na rzecz zwiększenia liczby użytkowników sieci kanalizacji sanitarnej.  ,,Sylwia Maćkowiak, przewodnicząca Stowarzyszenia „Nasz Dom”.,,,1,,,,,,,,,,,,,,
OSZ,VIII,35,  - rozpatrzenie Informacji o gospodarowaniu wodami w Polsce w latach 2014-2015 (druk nr 631);    - rozpatrzenie Informacji Najwyższej Izby Kontroli o wynikach kontroli działania organów gmin na rzecz zwiększenia liczby użytkowników sieci kanalizacji sanitarnej.  ,,Bartosz Bąk,,,,,,,,,,,1,,,,,,,
OSZ,VIII,35,  - rozpatrzenie Informacji o gospodarowaniu wodami w Polsce w latach 2014-2015 (druk nr 631);    - rozpatrzenie Informacji Najwyższej Izby Kontroli o wynikach kontroli działania organów gmin na rzecz zwiększenia liczby użytkowników sieci kanalizacji sanitarnej.  ,, Bogusława Kram, - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VIII,35,  - rozpatrzenie Informacji o gospodarowaniu wodami w Polsce w latach 2014-2015 (druk nr 631);    - rozpatrzenie Informacji Najwyższej Izby Kontroli o wynikach kontroli działania organów gmin na rzecz zwiększenia liczby użytkowników sieci kanalizacji sanitarnej.  ,,Michał Baranowski,,,,,,,,,,,1,,,,,,,
OSZ,VIII,35,  - rozpatrzenie Informacji o gospodarowaniu wodami w Polsce w latach 2014-2015 (druk nr 631);    - rozpatrzenie Informacji Najwyższej Izby Kontroli o wynikach kontroli działania organów gmin na rzecz zwiększenia liczby użytkowników sieci kanalizacji sanitarnej.  ,, Krzysztof Karkowski,,,,,,,,,,,1,,,,,,,
OSZ,VIII,35,  - rozpatrzenie Informacji o gospodarowaniu wodami w Polsce w latach 2014-2015 (druk nr 631);    - rozpatrzenie Informacji Najwyższej Izby Kontroli o wynikach kontroli działania organów gmin na rzecz zwiększenia liczby użytkowników sieci kanalizacji sanitarnej.  ,, Dorota Rutkowska-Skwara, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,,Mieczysław Gajda , ,,,,,,,,,,,,,,,,,
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,, Andrzej Szweda-Lewandowski, podsekretarze stanu w Ministerstwie Środowiska ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,,Ewa Leniart, wojewoda podkarpacki wraz ze współpracownikami ,,,,,,,,,,,,1,,,,,
OSZ,VIII,36,  - informacja z przebiegu wizytacji Komisji w woj. Podkarpackim w dniu  15 września br.;    - rozpatrzenie informacji o stanie realizacji planu budowy Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. znaczenia budowy Zbiornika Wodnego „Kąty-Myscowa” dla ochrony przeciwpowodziowej zlewni rzeki Wisłoki;    - rozpatrzenie informacji nt. przebiegu postępowania w sprawie wydania decyzji o środowiskowych uwarunkowaniach realizacji przedsięwzięcia polegającego na budowie Zbiornika Wodnego „Kąty-Myscowa” na rzece Wisłoce;    - rozpatrzenie informacji nt. zagrożeń powodziowych w zlewni rzeki Wisłoki - studium przypadku - oczekiwania.  ,,Władysław Ortyl, marszałek województwa podkarpackiego wraz ze współpracownikami ,,,,,,,,,,,,1,,,,,
