num,term_office,committee,term_office1,meeting_id,subject,topic,person,affiliation,entity,abbreviation,NGO,c_industry,c_employers,c_trade,c_company,c_research,c_gov,c_parliament,c_public,c_autonomy,c_lobbyst,c_state,c_parks,c_foreign,c_other
1889,VII,OSZ,VII,179,,,Wac?aw Martyniuk, doradca prezesa Narodowego Banku Polskiego ,,,,,,,,,,,,,,,,,1
1890,VII,OSZ,VII,179,,,Eugeniusz Jarosik, rzecznik prasowy Naczelnej Izby Aptekarskiej   ,,,1,,,,,,,,,,,,,,
1891,VII,OSZ,VII,179,,,Grzegorz Kubalski, zast?pca dyrektora Biura Zwi?zku Powiatów Polskich. ,Zwi?zek Powiatów Polskich,,1,,,,,,,,,1,,,,,
1892,VII,OSZ,VII,179,,,Ksenia Angierman-Kozielska, ,,,,,,,,,,1,,,,,,,
1893,VII,OSZ,VII,179,,,Bartosz B?k, ,,,,,,,,,,1,,,,,,,
1894,VII,OSZ,VII,179,,,Anna Jasie?ska, ,,,,,,,,,,1,,,,,,,
1895,VII,OSZ,VII,179,,,Bogus?awa Kram, ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1896,VII,OSZ,VII,179,,,"Dariusz Myrcha,", ,,,,,,,,,,1,,,,,,,
1897,VII,OSZ,VII,179,,,Krystyna Paj?k ,i ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1898,VII,OSZ,VII,179,,,Anna Wo?niak ,- z sekretariatów Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1899,VII,OSZ,VII,179,,,Wojciech Bia?o?czyk, ,,,,,,,,,,1,,,,,,,
1900,VII,OSZ,VII,179,,,Wojciech Miller ,i ,,,,,,,,,,1,,,,,,,
1901,VII,OSZ,VII,179,,,Przemys?aw Sad?o?, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1902,VII,OSZ,VII,180,"  - informacj? na temat oceny zmian w prawie geologicznym i górniczym ze szczególnym uwzgl?dnieniem roli administracji geologicznej, s?u?by geologicznej i hydrologicznej;  ",,S?awomir Brodzi?ski, podsekretarz stanu w Ministerstwie ?rodowiska g?ówny geolog kraju wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1903,VII,OSZ,VII,180,  - informacj? na temat polityki i efektywnego udzielania koncesji geologicznych przez Ministra ?rodowiska.  ,,Andrzej Przybycin ,zast?pca dyrektora Pa?stwowego Instytutu Geologicznego-Pa?stwowego Instytutu Badawczego dyrektor ds. pa?stwowej s?u?by geologicznej,,,,,,,,1,,,,,,,,,
1904,VII,OSZ,VII,180,,, Les?aw Skrzypczyk ,zast?pca dyrektora PIG-PIB dyrektor ds. pa?stwowej s?u?by hydrogeologicznej ,,,,,,,,,,,1,,,,,,
1905,VII,OSZ,VII,180,,,Piotr Wojtacha, wiceprezes Wy?szego Urz?du Górniczego ,,,,,,,,,,,1,,,,,,
1906,VII,OSZ,VII,180,,,Teresa Warcha?owska, wicedyrektor Departamentu ?rodowiska Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1907,VII,OSZ,VII,180,,,Cezary Bachowski, pe?nomocnik Zarz?du KGHM Polska Mied? SA ds. koncesji geologicznych ,,,,,,,,,,,,,,1,,,
1908,VII,OSZ,VII,180,,,Robert Rostkowski, kierownik Dzia?u Dokumentacji PGNiG SA ,,,,,,,,,,,,,,1,,,
1909,VII,OSZ,VII,180,,,Robert Jaronik, kierownik Dzia?u Koncesji PGNiG SA ,,,,,,,,,,,,,,1,,,
1910,VII,OSZ,VII,180,,,Piotr Wdowi?ski, g?ówny analityk CLEAN TECH Sp. z o.o   ,,,,,,,1,,,,,,,,,,
1911,VII,OSZ,VII,180,,,Artur Kluczny, wiceprezes Zarz?du PD Co Sp. z o.o wraz ze wspó?pracownikami.,,,,,,,1,,,,,,,,,,
1912,VII,OSZ,VII,180,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
1913,VII,OSZ,VII,180,,, Bogus?awa Kram ,i ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1914,VII,OSZ,VII,180,,,Krystyna Paj?k, - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1915,VII,OSZ,VII,181,  - sprawozdanie podkomisji nadzwyczajnej o rz?dowym projekcie ustawy o systemie handlu uprawnieniami do emisji gazów cieplarnianych (druk nr 3151).  ,,Marcin Korolec, sekretarz stanu   ,,,,,,,,,1,,,,,,,,
1916,VII,OSZ,VII,181,,,S?awomir Brodzi?ski, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1917,VII,OSZ,VII,181,,,Teresa Warcha?owska, wicedyrektor Departamentu ?rodowiska Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1918,VII,OSZ,VII,181,,,Dariusz Ho?ub, ekspert w Zespole ds. Legislacji Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1919,VII,OSZ,VII,181,,,Andrzej Ulida ,wicedyrektor Departamentu Ksi?gowo?ci i Rozlicze? Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej  ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1920,VII,OSZ,VII,181,,,Sylwia Kry?owicz, pracownik Krajowego O?rodka Bilansowania i Zarz?dzania Emisjami ,,,,,,,,,,,1,,,,,,
1921,VII,OSZ,VII,181,,,Natalia Iwaszko, i ,,,,,,,,,,,,,,,,,
1922,VII,OSZ,VII,181,,,Krzysztof ?okaj, przedstawiciele Forum Odbiorców Energii Elektrycznej i Gazu.,,,1,,,,,,,,,,,,,,
1923,VII,OSZ,VII,181,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
1924,VII,OSZ,VII,181,,, Bogus?awa Kram ,- z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1925,VII,OSZ,VII,181,,,?ukasz Grabarczyk,,,,,,,,,,,1,,,,,,,
1926,VII,OSZ,VII,181,,, Dorota Rutkowska-Skwara, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1927,VII,OSZ,VII,182,  - przedstawion? przez Ministra Infrastruktury i Rozwoju - Informacj? z wykonania w 2014 r. programu wieloletniego pn: „Program ochrony brzegów morskich” oraz harmonogram prac na rok 2015 (druk nr 3312).  ,,Dorota Py?, podsekretarz stanu w Ministerstwie Infrastruktury i Rozwoju wraz ze wspó?pracownikami ,,,,,,,,,1,,,,,,,,
1928,VII,OSZ,VII,182,,,Anna Stelmaszczyk-?wierczy?ska ,dyrektor ds. technicznych Urz?du Morskiego w Gdyni ,,,,,,,,,,,1,,,,,,
1929,VII,OSZ,VII,182,,,Tomasz Bobin, dyrektor Urz?du Morskiego w S?upsku ,,,,,,,,,,,1,,,,,,
1930,VII,OSZ,VII,182,,,Andrzej Borowiec, dyrektor Urz?du Morskiego w Szczecinie pp?k ,,,,,,,,,,,1,,,,,,
1931,VII,OSZ,VII,182,,,Witold Krawczyk, szef wydzia?u Biura Infrastruktury Specjalnej w Ministerstwie Obrony Narodowej   ,,,,,,,,,1,,,,,,,,
1932,VII,OSZ,VII,182,,,Grzegorz Walczukiewicz, dyrektor Biura Zwi?zku Miast i Gmin Morskich.,,,,,,,,,,,,1,,,,,
1933,VII,OSZ,VII,182,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
1934,VII,OSZ,VII,182,,, Bogus?awa Kram,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1935,VII,OSZ,VII,182,,, Jolanta Misiak ,i ,,,,,,,,,,1,,,,,,,
1936,VII,OSZ,VII,182,,,Teodozja Nojszewska-?asicka, - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1937,VII,OSZ,VII,183,  - uchwa?? Senatu w sprawie ustawy o zmianie ustawy o recyklingu pojazdów wycofanych z eksploatacji oraz niektórych innych ustaw (druk nr 3413).  ,,Ma?gorzata Skucha, prezes Zarz?du Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej wraz ze wspó?pracownikami ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1938,VII,OSZ,VII,183,,,Teresa Warcha?owska, wicedyrektor Departamentu ?rodowiska w Najwy?szej Izbie Kontroli   ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1939,VII,OSZ,VII,183,,,Adam Ma?yszko, prezes Zarz?du Stowarzyszenia Forum Recyklingu Samochodów.,Forum Recyklingu Samochodów,FORS,1,,,,,,,,,,,,,,
1940,VII,OSZ,VII,183,,,Bartosz B?k ,i ,,,,,,,,,,1,,,,,,,
1941,VII,OSZ,VII,183,,,Bogus?awa Kram, - z sekretariatu Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1942,VII,OSZ,VII,183,,,Micha? Baranowski ,i,,,,,,,,,,1,,,,,,,
1943,VII,OSZ,VII,183,,, Dorota Rutkowska-Skwara ,legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1944,VII,OSZ,VII,184,"  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy o udost?pnianiu informacji o ?rodowisku i jego ochronie, udziale spo?ecze?stwa w ochronie ?rodowiska oraz o ocenach oddzia?ywania na ?rodowisko oraz ustawy o szczególnych zasadach przygotowania i realizacji inwestycji w zakresie dróg publicznych (druk nr 3388).  ",,Zbigniew Rynasiewicz, sekretarz stanu w Ministerstwie Infrastruktury i Rozwoju wraz ze wspó?pracownikami ,,,,,,,,,1,,,,,,,,
1945,VII,OSZ,VII,184,,,Piotr Otawski, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1946,VII,OSZ,VII,184,,,Andrzej Owoc,   ,,,,,,,,,,,,,,,,,
1947,VII,OSZ,VII,184,,,Andrzej Dziura, zast?pcy Generalnego Dyrektora Ochrony ?rodowiska ,,,,,,,,,,,1,,,,,,
1948,VII,OSZ,VII,184,,,Pawe? Mickiewicz, dyrektor Departamentu ?rodowiska Generalnej Dyrekcji Dróg Krajowych i Autostrad ,,,,,,,,,,,1,,,,,,
1949,VII,OSZ,VII,184,,,Robert Arabuski, przedstawiciel Polskiego Klubu Ekologicznego.,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
1950,VII,OSZ,VII,184,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
1951,VII,OSZ,VII,184,,, Bogumi?a Kram,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1952,VII,OSZ,VII,184,,, Jolanta Misiak,,,,,,,,,,,1,,,,,,,
1953,VII,OSZ,VII,184,,, Marcin Mykiety?ski ,- z sekretariatów Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1954,VII,OSZ,VII,184,,,Dariusz D?bkowski,,,,,,,,,,,1,,,,,,,
1955,VII,OSZ,VII,184,,, Dorota Rutkowska-Skwara, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1956,VII,OSZ,VII,185,  - wniosek o odwo?anie pos?a Stanis?awa ?elichowskiego z funkcji przewodnicz?cego Komisji.  ,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
1957,VII,OSZ,VII,185,,, Bogus?awa Kram,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1958,VII,OSZ,VII,185,,, Krystyna Paj?k, - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1959,VII,OSZ,VII,186,  - stan wybranych parków narodowych.  ,,Piotr Otawski, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1960,VII,OSZ,VII,186,,,Katarzyna Wo?niak ,dyrektor S?owi?skiego Parku Narodowego ,,,,,,,,,,,1,,,,1,,
1961,VII,OSZ,VII,186,,,Miros?aw Markowski, dyrektor Kampinoskiego Parku Narodowego ,,,,,,,,,,,1,,,,1,,
1962,VII,OSZ,VII,186,,,Miros?aw Stepaniuk, dyrektor Bia?owieskiego Parku Narodowego ,,,,,,,,,,,1,,,,1,,
1963,VII,OSZ,VII,186,,,Szymon Ziobrowski, dyrektor Tatrza?skiego Parku Narodowego ,,,,,,,,,,,1,,,,1,,
1964,VII,OSZ,VII,186,,,Katarzyna Papi?ska, doradca techniczny w Departamencie ?rodowiska Najwy?szej Izby Kontroli.,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1965,VII,OSZ,VII,186,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
1966,VII,OSZ,VII,186,,, Bogus?awa Kram,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1967,VII,OSZ,VII,186,,, Krystyna Paj?k, - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1968,VII,OSZ,VII,187,  - uchwa?? Senatu w sprawie ustawy o zmianie ustawy o samorz?dzie gminnym oraz niektórych innych ustaw (druk nr 3503).  ,,"Bartosz B?k,", ,,,,,,,,,,1,,,,,,,
1969,VII,OSZ,VII,187,,,"Anna Jasie?ska,", ,,,,,,,,,,1,,,,,,,
1970,VII,OSZ,VII,187,,,"Bogus?awa Kram,", ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1971,VII,OSZ,VII,187,,,"Dariusz Myrcha,", ,,,,,,,,,,1,,,,,,,
1972,VII,OSZ,VII,187,,,"Krystyna Paj?k,", ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1973,VII,OSZ,VII,187,,,"Mariusz Pawe?czyk,", ,,,,,,,,,,1,,,,,,,
1974,VII,OSZ,VII,187,,,Monika ?o?nierowicz-Kasprzyk, - z sekretariatów Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1975,VII,OSZ,VII,187,,,"Wojciech Miller,", ,,,,,,,,,,1,,,,,,,
1976,VII,OSZ,VII,187,,,"Aleksandra Ostapiuk,", ,,,,,,,,,,1,,,,,,,
1977,VII,OSZ,VII,187,,,Przemys?aw Sad?o?, - legislatorzy z Biura Legislacyjnego. ,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1978,VII,OSZ,VII,188,  - uchwa?? Senatu w sprawie ustawy o zmianie ustawy o samorz?dzie gminnym oraz niektórych innych ustaw (druk nr 3503).  ,,Janusz Ostapiuk, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1979,VII,OSZ,VII,188,,,Wojciech Kuty?a ,wiceprezes Najwy?szej Izby Kontroli wraz ze wspó?pracownikami ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1980,VII,OSZ,VII,188,,,Janusz W?odarski, prezes Pa?stwowej Agencji Atomistyki wraz ze wspó?pracownikami ,Pa?stwowa Agencja Atomistyki,PAA,,,,,,,,,1,,,,,,
1981,VII,OSZ,VII,188,,,Ma?gorzata Skucha, prezes Zarz?du Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej wraz ze wspó?pracownikami,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1982,VII,OSZ,VII,188,,, Micha? Kie?sznia, generalny dyrektor ochrony ?rodowiska wraz ze wspó?pracownikami ,,,,,,,,,,,1,,,,,,
1983,VII,OSZ,VII,188,,,Witold Sumis?awski, prezes Krajowego Zarz?du Gospodarki Wodnej wraz ze wspó?pracownikami   ,Krajowa Rada Gospodarki Wodnej,KZGW,,,,,,,,,1,,,,,,
1984,VII,OSZ,VII,188,,,Ewa Majewska, radca ministra w Ministerstwie Finansów.,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1985,VII,OSZ,VII,188,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
1986,VII,OSZ,VII,188,,, Bogus?awa Kram ,i ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1987,VII,OSZ,VII,188,,,Krystyna Paj?k, - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1988,VII,OSZ,VII,189,  - sprawozdanie podkomisji nadzwyczajnej o rz?dowym projekcie ustawy o zu?ytym sprz?cie elektrycznym i elektronicznym (druk nr 3244).  ,,Janusz Ostapiuk, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1989,VII,OSZ,VII,189,,,Jerzy Swato?, dyrektor Departamentu Ochrony Ziemi Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1990,VII,OSZ,VII,189,,,Maria Sieklucka, g?ówny specjalista kontroli pa?stwowej w Najwy?szej Izbie Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1991,VII,OSZ,VII,189,,,Bogdan ?l?k, reprezentant Zwi?zku Pracodawców Sprz?tu O?wietleniowego „Pol-lighting” ,,,,,1,,,,,,,,,,,,
1992,VII,OSZ,VII,189,,,Tomasz Koz?owski, przedstawiciel Zwi?zku Importerów i Producentów Sprz?tu Elektrycznego i Elektronicznego,,,,1,,,,,,,,,,,,,
1993,VII,OSZ,VII,189,,,Grzegorz Skrzypczak, prezes Organizacji Odzysku Sprz?tu Elektrycznego i Elektronicznego ElektroEKO SA ,,,,1,,,,,,,,,,,,,
1994,VII,OSZ,VII,189,,,Gabriela Leszczy?ska, prezes Organizacji Odzysku Sprz?tu Elektrycznego i Elektronicznego AURAEKO SA ,,,,1,,,,,,,,,,,,,
1995,VII,OSZ,VII,189,,,Zenon Telman ,cz?onek Zarz?du Reba Organizacja Odzysku SA ,,,,1,,,,,,,,,,,,,
1996,VII,OSZ,VII,189,,,Aleksander Traple, wiceprezes Zwi?zku Pracodawców Bran?y Elektroodpadów ELEKTRO-ODZYSK ,,,,,1,,,,,,,,,,,,
1997,VII,OSZ,VII,189,,,Bart?omiej Hajduk ,prezes fundacji Odzyskaj ?rodowisko   ,Fundacja Odzyskaj ?rodowisko,,1,,,,,,,,,,,,,,
1998,VII,OSZ,VII,189,,,Miros?aw Ba?ciuk, przedstawiciel Polskiej Izby Gospodarki Odpadami.,Polska Izba Gospodarki Odpadami,PIGO,,1,,,,,,,,,,,,,
1999,VII,OSZ,VII,189,,,"Bartosz B?k, Bogus?awa Kram ",i ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2000,VII,OSZ,VII,189,,,Krystyna Paj?k ,- z sekretariatu Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2001,VII,OSZ,VII,189,,,"Micha? Baranowski, ?ukasz Grabarczyk ",i ,,,,,,,,,,1,,,,,,,
2002,VII,OSZ,VII,189,,,Rados?aw Rados?awski ,,,,,,,,,,,1,,,,,,,
2003,VII,OSZ,VII,190,  - sprawozdanie podkomisji nadzwyczajnej o poselskim projekcie ustawy o zmianie ustawy - Prawo ?owieckie oraz niektórych innych ustaw (druk nr 2970) oraz rz?dowym projekcie ustawy o zmianie ustawy - Prawo ?owieckie (druk nr 3192).  ,,Wanda Nowicka ,wicemarsza?ek Sejmu ,,,,,,,,,,1,,,,,,,
2004,VII,OSZ,VII,190,,,Piotr Otawski ,podsekretarz stanu w Ministerstwie ?rodowiska g?ówny konserwator przyrody wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
2005,VII,OSZ,VII,190,,,Katarzyna Papi?ska, doradca techniczny w Departamencie ?rodowiska Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
2006,VII,OSZ,VII,190,,,Bogdan Balik, specjalista S?u?by Le?nej w Dyrekcji Generalnej Lasów Pa?stwowych ,Lasy Pa?stwowe,,,,,,,,,,,,,,,,1
2007,VII,OSZ,VII,190,,,Dorota Wiland, prezes Fundacji IUS ANIMALIA , Fundacja na Rzecz Ochrony Zwierz?t IUS ANIMALIA,,1,,,,,,,,,,,,,,
2008,VII,OSZ,VII,190,,,Marcin Szwed, prawnik w Helsi?skiej Fundacji Praw Cz?owieka ,Helsi?ska Fundacja Praw Cz?owieka,HFPC,1,,,,,,,,,,,,,,
2009,VII,OSZ,VII,190,,,Zenon Kuczy?ski, przedstawiciel koalicji „Niech ?yj?!” ,,,1,,,,,,,,,,,,,,
2010,VII,OSZ,VII,190,,,Renata Orzechowska, analityk Polskiej Izby Ubezpiecze? ,,,,1,,,,,,,,,,,,,
2011,VII,OSZ,VII,190,,,Marcin Pasternak, kierownik Dzia?u Prawnego Zarz?du G?ównego Polskiego Zwi?zku ?owieckiego i ,Polski Zwi?zek ?owiecki,Polski Zwi?zek ?owiecki,,1,,,,,,,,,,,,,
2012,VII,OSZ,VII,190,,,Bart?omiej Popczyk, kierownik Dzia?u Hodowli Zarz?du G?ównego PZ? wraz ze wspó?pracownikami.,,,,1,,,,,,,,,,,,,
2013,VII,OSZ,VII,190,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
2014,VII,OSZ,VII,190,,, Bogus?awa Kram,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2015,VII,OSZ,VII,190,,, Krystyna Paj?k, - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2016,VII,OSZ,VII,190,,,Dorota Rutkowska-Skwara, - legislator z Biura Legislacyjnego ,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
2017,VII,OSZ,VII,190,,,Dawid Wawryka ,z gabinetu wicemarsza?ka Sejmu RP Wandy Nowickiej.,,,,,,,,,,1,,,,,,,
2018,VII,OSZ,VII,191,  - rz?dowy dokument: Informacja o stanie lasów oraz o realizacji „Krajowego Programu Zwi?kszania Lesisto?ci” w 2013 r. (druk nr 3440).  ,,Katarzyna K?pka, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
2019,VII,OSZ,VII,191,,,Adam Wasiak, dyrektor generalny Pa?stwowego Gospodarstwa Le?nego Lasy Pa?stwowe wraz ze wspó?pracownikami ,Lasy Pa?stwowe,,,,,,,,,,,,,,,,1
2020,VII,OSZ,VII,191,,,Jerzy Bazylewicz, g?ówny specjalista w Najwy?szej Izbie Kontroli.,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
2021,VII,OSZ,VII,191,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
2022,VII,OSZ,VII,191,,, Bogus?awa Kram,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2023,VII,OSZ,VII,191,,, Krystyna Paj?k, - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2024,VII,OSZ,VII,192,"  - informacj? o wype?nianiu funkcji, ochrony informacji geologicznej i stanie Pa?stwowego Instytutu Geologicznego - Pa?stwowego Instytutu Badawczego - Pa?stwowej S?u?by Geologicznej - Pa?stwowej S?u?by Hydrogeologicznej.  ",,S?awomir Brodzi?ski, podsekretarz stanu w Ministerstwie ?rodowiska g?ówny geolog kraju wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
2025,VII,OSZ,VII,192,,,Krystian Szczepa?ski, wiceprezes Zarz?du Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej wraz ze wspó?pracownikami ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
2026,VII,OSZ,VII,192,,,Roman Smó?ka, kierownik I zast?pca dyrektora Pa?stwowego Instytutu Geologicznego - Pa?stwowego Instytutu Badawczego wraz ze wspó?pracownikami p?k ,,,,,,,,1,,,,,,,,,
2027,VII,OSZ,VII,192,,,Jacek Gawryszewski, zast?pca szefa Agencji Bezpiecze?stwa Wewn?trznego ,,,,,,,,,,,1,,,,,,
2028,VII,OSZ,VII,192,,,Kornel Drabarek, wicedyrektor Departamentu ?rodowiska Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
2029,VII,OSZ,VII,192,,,Mariusz Kawnik, i ,,,,,,,,,,,,,,,,,
2030,VII,OSZ,VII,192,,,Przemys?aw Bielecki, z Departamentu Ropy i Gazu Ministerstwa Gospodarki.,,,,,,,,,1,,,,,,,,
2031,VII,OSZ,VII,192,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
2032,VII,OSZ,VII,192,,, Bogus?awa Kram,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2033,VII,OSZ,VII,192,,, Krystyna Paj?k, - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2034,VII,OSZ,VII,193,  - pierwsze czytanie rz?dowego projektu ustawy o zmianie ustawy - Prawo ochrony ?rodowiska oraz niektórych innych ustaw (druk nr 3523).  ,,Janusz Ostapiuk ,podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
2035,VII,OSZ,VII,193,,,Bogus?awa Rutkowska, dyrektor Departamentu Ochrony ?rodowiska w G?ównym Inspektoracie Ochrony ?rodowiska wraz ze wspó?pracownikami ,,,,,,,,,,,,,,,,,
2036,VII,OSZ,VII,193,,,Miros?aw Sa?ata, doradca techniczny w Departamencie ?rodowiska Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
2037,VII,OSZ,VII,193,,,Ariadna Koniuch, naczelnik w Biurze Rozpoznawania Zagro?e? Komendy G?ównej Pa?stwowej Stra?y Po?arnej.,Pa?stwowa Stra? Po?arna,PSP,,,,,,,,,1,,,,,,1
2038,VII,OSZ,VII,193,,,Bartosz B?k,,,,,,,,,,,1,,,,,,,
2039,VII,OSZ,VII,193,,, Bogus?awa Kram,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2040,VII,OSZ,VII,193,,, Krystyna Paj?k, - z sekretariatu Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
2041,VII,OSZ,VII,193,,,Dorota Rutkowska-Skwara, - legislator z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
