host	id	date	location	title	guestid	guestname	cabinet		
Leon Delvaux	a53100c03c86dbdaa044471449754234	02/12/2014	Brussels, Belgium	Trade and Enterprise	22400601191-42	Deutscher Industrie- und Handelskammertag e.V.	Cabinet members of President Jean-Claude Juncker		
Antoine Kasel	424f5cabbf6f15386c363f0882bf75c9	02/12/2014	Brussels - Belgium	FTI snapshot: Towards a global corporate tax overhaul	29896393398-67	FTI Consulting Belgium	Cabinet members of President Jean-Claude Juncker		
Richard Szostak Martin Selmayr	a4f11d9a67f25dc70df6f5c08042816a	02/12/2014 (Cancelled)	Brussels, Belgium	Communication Challenges	590425913785-60	Global Counsel LLP	Cabinet members of President Jean-Claude Juncker		
Telmo Baltazar	fcbf6c81e18c98251314b332c01d2df4	02/12/2014	Brussels	Discussion on Renewable Energy	15511499334-46	German Renewable Energy Federation	Cabinet members of President Jean-Claude Juncker		
Richard Szostak Martin Selmayr	18e19ec678520ef066d38882684a221e	02/12/2014	Brussels, Belgium	Communication Challenges	590425913785-60	Global Counsel LLP	Cabinet members of President Jean-Claude Juncker		
Paulina Dejmek Hack	f7a9dd5af58cd87f5103756db8daa135	02/12/2014	Brussels, Belgium	Future challenges for Europe	590425913785-60	Global Counsel LLP	Cabinet members of President Jean-Claude Juncker		
Pauline Rouch	85f4f3e97bdbc44732788f4a431456e2	01/12/2014	Brussels	Meeting with SACD to discuss audiovisual author rights	756044113057-73	SACD / Société des Auteurs et Compositeurs Dramatiques	Cabinet members of President Jean-Claude Juncker		
Pauline Rouch	d08c987b578b439039f0190f84139ea5	01/12/2014	Brussels	Meeting with Meeting with Society of Audiovisual Authors SAA: discuss the future of the European audiovisual and copyright sectors	99336382936-11	Society of Audiovisual Authors	Cabinet members of President Jean-Claude Juncker		
Pauline Rouch	9ea36cbd29e9d37c7d30d3fa9135a328	01/12/2014	Brussels	Meeting with Fédération des Editeurs Européens to discuss author rights and their priorities	398541467-53	Federation of European Publishers	Cabinet members of President Jean-Claude Juncker		
Richard Szostak	fa7db3677c5f15a2f9c64c3d69afae45	01/12/2014	Brussels, Belgium	Trade	5189667783-94	Zentralverband des Deutschen Handwerks e.V.	Cabinet members of President Jean-Claude Juncker		
Paulina Dejmek Hack	acd0143dfdcfec74a410177119c3d3ee	01/12/2014 (Cancelled)	Brussels, Belgium	Jobs and Growth Agenda, Investment Plan	822479410571-77	electri-citi.mobi	Cabinet members of President Jean-Claude Juncker		
Telmo Baltazar	745758bd09b5d5eedfd5a2b5655208c4	20/11/2014	Brussels	EWEA - exchange of views on the European Energy Union	19920706471-21	European Wind Energy Association	Cabinet members of President Jean-Claude Juncker		
Pauline Rouch	83fdf61f5696850f59ae1b138e8db7a4	20/11/2014	Brussels	Meeting with Rachel Whetstone, Google's Senior Vice President for Communications and Policy: role of internet and innovation to foster economic growth and job creation in Europe and Google initiatives in that field	03181945560-59	Google	Cabinet members of President Jean-Claude Juncker		
Pauline Rouch	0cb2eff174182bea5291225e8c16614f	14/11/2014	Brussels	Meeting with Mr Dimitar Dimitrov - Wikimedia Position Paper on EU Copyright	596597913132-95	Wikimedia Foundation	Cabinet members of President Jean-Claude Juncker		
Pauline Rouch	d5efd8876023618dbfeb27c412811240	13/11/2014	Bruxelles	Meeting with representative of Telecom Italia on investment plan	36682861898-97	Telecom Italia	Cabinet members of President Jean-Claude Juncker		
First Vice-President Frans Timmermans	43db1bf82fd58e5f60e4b054d46c5cc6	23/03/2015	Brussels	Better Regulation	1805107590-28	International Air Transport Association			
First Vice-President Frans Timmermans	b84e3b320a221359e10592c59419483f	18/03/2015	Brussels	better regulation and TTIP	0014082722-83	EUROCHAMBRES – Association of European Chambers of Commerce and Industry			
First Vice-President Frans Timmermans	b84e3b320a221359e10592c59419483f	18/03/2015	Brussels	better regulation and TTIP	0014082722-83	EUROCHAMBRES – Association of European Chambers of Commerce and Industry			
First Vice-President Frans Timmermans	7be94755c94f9f8c3109fd6432ea3830	16/03/2015	Brussels	better regulation	61370904700-45	Council of European Employers of the Metal and Engineering			
First Vice-President Frans Timmermans	b97ae1b7b36521dc76798907631a4e70	03/03/2015	Brussels	Economic situation / financial services and better regulation	12112965774-95	ING Group			
First Vice-President Frans Timmermans	63c56da933115ad1b5719c9606f92645	03/03/2015 (Cancelled)	Brussels	Better regulation and European affairs	12112965774-95	ING Group			
First Vice-President Frans Timmermans	388674afd65aa122218defbff3d9fc15	03/03/2015	Brussels	better regulation	06798511314-27	European Environmental Bureau			
First Vice-President Frans Timmermans	388674afd65aa122218defbff3d9fc15	03/03/2015	Brussels	better regulation	9505781573-45	Bureau Européen des Unions de Consommateurs			
First Vice-President Frans Timmermans	388674afd65aa122218defbff3d9fc15	03/03/2015	Brussels	better regulation	06698681039-26	EUROPEAN TRADE UNION CONFEDERATION			
First Vice-President Frans Timmermans	388674afd65aa122218defbff3d9fc15	03/03/2015	Brussels	better regulation	18941013532-08	European Public Health Alliance			
First Vice-President Frans Timmermans	3275c945aa26ae45e0e1883088e319a4	02/03/2015	Brussels	European affairs	66790095679-26	International Rescue Committee Inc			
First Vice-President Frans Timmermans	7b3adf3379eb26b9d0d7ae5c136c310f	27/02/2015	Brussels	better regulation and European affairs in general	76441066192-30	KLM Royal Dutch Airlines			
First Vice-President Frans Timmermans	7b3adf3379eb26b9d0d7ae5c136c310f	27/02/2015	Brussels	better regulation and European affairs in general	38392131923-05	KPN			
First Vice-President Frans Timmermans	7b3adf3379eb26b9d0d7ae5c136c310f	27/02/2015	Brussels	better regulation and European affairs in general	469301912859-01	ABN AMRO Bank N.V.			
First Vice-President Frans Timmermans	7b3adf3379eb26b9d0d7ae5c136c310f	27/02/2015	Brussels	better regulation and European affairs in general	64275283451-34	PostNL Holding B.V.			
First Vice-President Frans Timmermans	e5e4f34eb97699768983225cb5be3e15	25/02/2015 (Cancelled)	Brussels	better regulation	81142561702-61	Conseil des Communes et Régions d'Europe			
First Vice-President Frans Timmermans	e7b990f51ff6eade263e1b3b6bc1286b	23/02/2015	Brussels	better regulation	93038071152-83	The European Steel Association			
First Vice-President Frans Timmermans	93e45bee3a55e229e261b1929a77f30f	20/02/2015	Madrid	better regulation	02963738854-41	Confederación Española de Organizaciones Empresariales			
First Vice-President Frans Timmermans	4b96c2d061ba8cc83195fef20fbb53d4	16/02/2015	Paris	Better Regulation	74081206759-11	Confederation generale des petites et moyennes entreprises			
First Vice-President Frans Timmermans	2c42d9fc3fce66777dc65b8a16f7ead7	13/02/2015	Brussels	Meeting with Representatives of Green 10 on CWP 2015	93834493808-49	CEE Bankwatch Network			
First Vice-President Frans Timmermans	2c42d9fc3fce66777dc65b8a16f7ead7	13/02/2015	Brussels	Meeting with Representatives of Green 10 on CWP 2015	00723343929-96	Health & Environment Alliance			
First Vice-President Frans Timmermans	2c42d9fc3fce66777dc65b8a16f7ead7	13/02/2015	Brussels	Meeting with Representatives of Green 10 on CWP 2015	58744833263-19	Transport and Environment (European Federation for Transport and Environment)			
First Vice-President Frans Timmermans	2c42d9fc3fce66777dc65b8a16f7ead7	13/02/2015	Brussels	Meeting with Representatives of Green 10 on CWP 2015	55888811123-49	Climate Action Network Europe			
First Vice-President Frans Timmermans	2c42d9fc3fce66777dc65b8a16f7ead7	13/02/2015	Brussels	Meeting with Representatives of Green 10 on CWP 2015	9825553393-31	Friends of the Earth Europe			
First Vice-President Frans Timmermans	2c42d9fc3fce66777dc65b8a16f7ead7	13/02/2015	Brussels	Meeting with Representatives of Green 10 on CWP 2015	1414929419-24	WWF European Policy Programme			
First Vice-President Frans Timmermans	2c42d9fc3fce66777dc65b8a16f7ead7	13/02/2015	Brussels	Meeting with Representatives of Green 10 on CWP 2015	1083162721-43	Stichting BirdLife Europe			
First Vice-President Frans Timmermans	2c42d9fc3fce66777dc65b8a16f7ead7	13/02/2015	Brussels	Meeting with Representatives of Green 10 on CWP 2015	9832909575-41	Greenpeace European Unit			
First Vice-President Frans Timmermans	35df4c99c436aab3d353ea17f4a4e405	09/02/2015	Brussels	Meeting with Representatives of RegWatchEurope on better regulation	394175316305-29	RegWatchEurope (Regulatory Policy Committee)			
First Vice-President Frans Timmermans	35df4c99c436aab3d353ea17f4a4e405	09/02/2015	Brussels	Meeting with Representatives of RegWatchEurope on better regulation	394175316305-29	RegWatchEurope (Nationaler Normenkontrollrat)			
First Vice-President Frans Timmermans	35df4c99c436aab3d353ea17f4a4e405	09/02/2015	Brussels	Meeting with Representatives of RegWatchEurope on better regulation	394175316305-29	RegWatchEurope (Regelradet)			
First Vice-President Frans Timmermans	35df4c99c436aab3d353ea17f4a4e405	09/02/2015	Brussels	Meeting with Representatives of RegWatchEurope on better regulation	394175316305-29	RegWatchEurope (Regulatory Impact ~Assessment Board)			
First Vice-President Frans Timmermans	35df4c99c436aab3d353ea17f4a4e405	09/02/2015	Brussels	Meeting with Representatives of RegWatchEurope on better regulation	394175316305-29	RegWatchEurope (ACTAL)			
First Vice-President Frans Timmermans	2574202274352c57c1f403615378f4d1	04/02/2015 (Cancelled)	Brussels	Mr. A. Nicolai, Digital Single Market	73926352722-07	Royal DSM			
First Vice-President Frans Timmermans	d54986ef9a10c632bfad1272edd5928d	29/01/2015	Copenhagen	better regulation	5749958415-41	Confederation of Danish Industry			
First Vice-President Frans Timmermans	49650dfe4a18ab81f6afb1f14197d9cb	23/01/2015	Davos	better regulation	73725676990-18	Confederation of British Industry			
First Vice-President Frans Timmermans	dbeb0a2059c17351213c4f0b22a66b56	23/01/2015 (Cancelled)	Davos	Meeting with Mrs Sandberg and J. Kaplan, VP Facebook	28666427835-74	Facebook			
First Vice-President Frans Timmermans	2d97afb8139d0ecbb72c864a687e6e89	23/01/2015	Davos	fundamental rights, security and better regulation	132236315085-89	International Federation of Red Cross and Red Crescent Societies			
First Vice-President Frans Timmermans	b45285d9c943f3162c2adbfdf275379c	22/01/2015	Davos	sustainable development and better regulation	unregistered	World Business for Sustainable Development			
First Vice-President Frans Timmermans	22959b83f9837bce1beadf7a7af5e161	22/01/2015	Davos	better regulation	161157710612-65	Anheuser-Busch InBev nv/sa			
First Vice-President Frans Timmermans	4a69eb869e77966622d7f706a9e7dd2e	22/01/2015	Davos	better regulation	82853397708-89	Liberty Global, Inc.			
First Vice-President Frans Timmermans	3b2da32a7df106e5da0406565aa054e0	22/01/2015	Davos	better regulation	827688315793-86	Heineken N.V.			
First Vice-President Frans Timmermans	217e8fffe2586ccf4242739925362f8c	15/01/2015	Sassenheim	better regulation and European affairs in general	825136311977-57	Akzo Nobel Deco GmH			
First Vice-President Frans Timmermans	217e8fffe2586ccf4242739925362f8c	15/01/2015	Sassenheim	better regulation and European affairs in general	16549972091-86	AGE Platform Europe			
First Vice-President Frans Timmermans	217e8fffe2586ccf4242739925362f8c	15/01/2015	Sassenheim	better regulation and European affairs in general	39966101835-69	Electricité de France			
First Vice-President Frans Timmermans	217e8fffe2586ccf4242739925362f8c	15/01/2015	Sassenheim	better regulation and European affairs in general	85083981189-35	Platform of European Social NGOs			
First Vice-President Frans Timmermans	217e8fffe2586ccf4242739925362f8c	15/01/2015	Sassenheim	better regulation and European affairs in general	85686156700-13	European Women's Lobby			
First Vice-President Frans Timmermans	217e8fffe2586ccf4242739925362f8c	15/01/2015	Sassenheim	better regulation and European affairs in general	97628146980-33	International Federation for Human Rights			
First Vice-President Frans Timmermans	217e8fffe2586ccf4242739925362f8c	15/01/2015	Sassenheim	better regulation and European affairs in general	56362448807-46	Human Rights Watch			
First Vice-President Frans Timmermans	1ab9092789d8c495b3087146dfadd2c5	09/01/2015	Brussels	Roundtable with NGO's on fundamental rights	16549972091-86	AGE Platform Europe			
First Vice-President Frans Timmermans	1ab9092789d8c495b3087146dfadd2c5	09/01/2015	Brussels	Roundtable with NGO's on fundamental rights	57868523887-16	European Disability Forum			
First Vice-President Frans Timmermans	1ab9092789d8c495b3087146dfadd2c5	09/01/2015	Brussels	Roundtable with NGO's on fundamental rights	56362448807-46	Human Rights Watch			
First Vice-President Frans Timmermans	1ab9092789d8c495b3087146dfadd2c5	09/01/2015	Brussels	Roundtable with NGO's on fundamental rights	11063928073-34	Amnesty International European Institutions Office			
First Vice-President Frans Timmermans	1ab9092789d8c495b3087146dfadd2c5	09/01/2015	Brussels	Roundtable with NGO's on fundamental rights	43750202163-43	European Council on Refugees and Exiles			
First Vice-President Frans Timmermans	1ab9092789d8c495b3087146dfadd2c5	09/01/2015	Brussels	Roundtable with NGO's on fundamental rights	43251547769-22	European Youth Forum			
First Vice-President Frans Timmermans	1ab9092789d8c495b3087146dfadd2c5	09/01/2015	Brussels	Roundtable with NGO's on fundamental rights	195536914302-36	European Network on Religion and Belief			
First Vice-President Frans Timmermans	1ab9092789d8c495b3087146dfadd2c5	09/01/2015	Brussels	Roundtable with NGO's on fundamental rights	56362448807-46	Human Rights Watch			
First Vice-President Frans Timmermans	1ab9092789d8c495b3087146dfadd2c5	09/01/2015	Brussels	Roundtable with NGO's on fundamental rights	09854512780-89	European Network Against Racism			
First Vice-President Frans Timmermans	1ab9092789d8c495b3087146dfadd2c5	09/01/2015	Brussels	Roundtable with NGO's on fundamental rights	85083981189-35	Platform of European Social NGOs			
First Vice-President Frans Timmermans	1ab9092789d8c495b3087146dfadd2c5	09/01/2015	Brussels	Roundtable with NGO's on fundamental rights	11977456675-84	The European Region of the International Lesbian, Gay, Bisexual, Trans and Intersex Association			
First Vice-President Frans Timmermans	1ab9092789d8c495b3087146dfadd2c5	09/01/2015	Brussels	Roundtable with NGO's on fundamental rights	85686156700-13	European Women's Lobby			
First Vice-President Frans Timmermans	1ab9092789d8c495b3087146dfadd2c5	09/01/2015	Brussels	Roundtable with NGO's on fundamental rights	97628146980-33	International Federation for Human Rights			
First Vice-President Frans Timmermans	402a21447264ffc91f589ac6efd27bb4	06/01/2015	Eindhoven	Speaker The New Horizon - breaking boundaries	770879211019-11	Eindhoven-Brainport EU Office			
First Vice-President Frans Timmermans	1a6bea2f8e8bcd60a3aec2259c501cfb	11/12/2014	Brussels	Consumer policy, better regulation, sustainable development, transparency, ISDS	9505781573-45	Bureau Européen des Unions de Consommateurs			
First Vice-President Frans Timmermans	1f0c29d2ae7294687eb40e91d659c7c1	04/12/2014	Brussels	Fundamental rights, better regulation, ISDS	06698681039-26	EUROPEAN TRADE UNION CONFEDERATION			
First Vice-President Frans Timmermans	6bc670b7ec1d26ee1c933eb72a23f293	02/12/2014	Brussels	accelerate growth, reform regulation,	471036615028-82	Policy Network and Communications Ltd			
Bernd Martenczuk	326a7471bf2289ff689bd9eebcd5f1a1	12/03/2015	Berlaymont, Brussels	Justice and Home affairs, better regulation, transparency	87980341522-66	Deutscher Anwaltverein	Cabinet members of First Vice-President Frans Timmermans		
Liene Balta	94f2299f123b56efbb7228f4ca21dbc2	05/03/2015	Berlaymont, Brussels	Exchange views on digital single market	756081713228-69	Ofcom	Cabinet members of First Vice-President Frans Timmermans		
Bernd Martenczuk	9bf5a85afa8fb12334cc3226a7ad4a7a	04/03/2015	Berlaymont, Brussels	JHA, better regulation	455458212010-50	European Law Institute	Cabinet members of First Vice-President Frans Timmermans		
Bernardus Smulders	e4ef4cc813b1d05fa4f90eb548ff6e95	03/03/2015	Brussels	Economic situation / financial services and better regulation	12112965774-95	ING Group	Cabinet members of First Vice-President Frans Timmermans		
Bernardus Smulders	312019c69e745ee64c583e2e2b126b75	25/02/2015	Brussels Belgium	European Food products	84973761187-60	EuroCommerce	Cabinet members of First Vice-President Frans Timmermans		
Bernardus Smulders	312019c69e745ee64c583e2e2b126b75	25/02/2015	Brussels Belgium	European Food products	84973761187-60	EuroCommerce	Cabinet members of First Vice-President Frans Timmermans		
Bernd Martenczuk	e070740baad4bede2fb822092a5c3fb0	20/02/2015	Berlaymont, Brussels	TTIP, Data protection reform, rule of law on internet	16311905144-06	European Digital Rights	Cabinet members of First Vice-President Frans Timmermans		
Antoine Colombani	9f89c57e38a636618732aa4aa45712c4	18/02/2015	brussels	Better Regulation	5189667783-94	Zentralverband des Deutschen Handwerks e.V.	Cabinet members of First Vice-President Frans Timmermans		
