RecordId,MeetingId,department,minister,policy_level,portfolio,date,organisation,organisation_alias,organisation_type,purpose
478,121,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Sharjah Chamber,Sharjah Chamber,Municipal / state body,Discuss trade and investment
479,121,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,DP World,DP World,Companies and groups,Discuss trade and investment
480,121,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Bin Hamoodah,Bin Hamoodah,Companies and groups,Discuss trade and investment
481,121,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Thani Investment,Thani Investment,Companies and groups,Discuss trade and investment
482,121,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,MASDAR,MASDAR,Companies and groups,Discuss trade and investment
483,122,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,ResMed,ResMed,Companies and groups,Discuss trade and investment
484,122,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,QIC,QIC,Companies and groups,Discuss trade and investment
485,122,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Australia Post,Australia Post,Companies and groups,Discuss trade and investment
486,122,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Barclays,Barclays,Companies and groups,Discuss trade and investment
487,122,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Oil Search,Oil Search,Companies and groups,Discuss trade and investment
488,122,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Colonial First State Global Asset Management,Colonial First State Global Asset Management,Companies and groups,Discuss trade and investment
489,122,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,CSR,CSR,Companies and groups,Discuss trade and investment
490,122,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Santos,Santos,Companies and groups,Discuss trade and investment
491,122,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Fairfax Media,Fairfax Media,Companies and groups,Discuss trade and investment
492,122,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Qantas,Qantas,Companies and groups,Discuss trade and investment
493,123,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Association of South East Asian Nations Business Council,Association of South East Asian Nations Business Council,Trade association,Discuss trade and investment
494,123,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,UK India Business Council,UK India Business Council,Companies and groups,Discuss trade and investment
495,123,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,China British Business Council,China British Business Council,Companies and groups,Discuss trade and investment
496,124,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Fujitsu Telecommunications Europe Ltd,Fujitsu,Companies and groups,Discuss trade and investment
497,125,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Fajr Capital,Fajr Capital,Companies and groups,Discuss trade and investment
498,125,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Wanda,Wanda,Companies and groups,Discuss trade and investment
499,125,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Silvertown Partnership,Silvertown Partnership,Companies and groups,Discuss trade and investment
500,125,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,SP Setia,SP Setia,Companies and groups,Discuss trade and investment
501,125,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Knight Dragon,Knight Dragon,Companies and groups,Discuss trade and investment
502,125,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Emaar,Emaar,Companies and groups,Discuss trade and investment
503,125,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Argent,Argent,Companies and groups,Discuss trade and investment
504,125,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Deloitte,Deloitte,Companies and groups,Discuss trade and investment
505,125,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,HSBC,HSBC,Companies and groups,Discuss trade and investment
506,125,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Macquarie,Macquarie,Companies and groups,Discuss trade and investment
507,125,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Sigma Partnership,Sigma Partnership,Companies and groups,Discuss trade and investment
508,125,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,St Modwens,St Modwens,Companies and groups,Discuss trade and investment
509,125,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,1 Nine Elms,1 Nine Elms,Unknown,Discuss trade and investment
510,126,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Lloydﾒs,Lloyds of London,Companies and groups,Discuss trade and investment
511,127,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Association of the British Pharmaceutical Industry,Association of the British Pharmaceutical Industry,Trade association,Discuss trade and investment
512,128,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,TATA Limited,TATA Limited,Companies and groups,Discuss trade and investment
513,129,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Scottish Enterprise,Scottish Enterprise,Companies and groups,Discuss trade and investment
514,130,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,Glasgow Chambers of Commerce,Glasgow Chambers of Commerce,Trade association,Discuss trade and investment
515,131,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/05/2014,ClydeUnion Pumps,ClydeUnion Pumps,Companies and groups,Discuss trade and investment
516,132,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Tetronics,Tetronics,Companies and groups,Discuss trade and investment
517,133,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Canburg Limited,Canburg Limited,Companies and groups,Discuss trade and investment
518,134,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Dyson,Dyson,Companies and groups,Discuss trade and investment
519,135,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Scisys UK Ltd,Scisys UK Ltd,Companies and groups,Discuss trade and investment
520,136,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Santander,Santander,Companies and groups,Discuss trade and investment
521,137,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Mitel,Mitel,Companies and groups,Discuss trade and investment
522,137,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Wesley Clover,Wesley Clover,Companies and groups,Discuss trade and investment
523,138,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Bombardier,Bombardier,Companies and groups,Discuss trade and investment
524,139,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Andor Technology company,Andor Technology company,Companies and groups,Discuss trade and investment
525,140,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Mash Direct,Mash Direct,Companies and groups,Discuss trade and investment
526,141,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,British Business Bank,British Business Bank,Companies and groups,Discuss trade and investment
527,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,JDR Cables,JDR Cables,Companies and groups,Discuss trade and investment
528,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,E.ON UK,E.On,Companies and groups,Discuss trade and investment
529,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Met Office,Met Office,Municipal / state body,Discuss trade and investment
530,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,DNV-GL,DNV-GL,Companies and groups,Discuss trade and investment
531,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Atkins,Atkins,Companies and groups,Discuss trade and investment
532,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Honghua Group,Honghua Group,Companies and groups,Discuss trade and investment
533,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Honghua International Technology and Trade Co,Honghua International Technology and Trade Co,Companies and groups,Discuss trade and investment
534,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,RWE Npower,RWE Npower,Companies and groups,Discuss trade and investment
535,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Centrica,Centrica,Companies and groups,Discuss trade and investment
536,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Scottish Power,Scottish Power,Companies and groups,Discuss trade and investment
537,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Lloyds Register,Lloyds Register,Companies and groups,Discuss trade and investment
538,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,BP,BP,Companies and groups,Discuss trade and investment
539,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Rolls Royce,Rolls Royce,Companies and groups,Discuss trade and investment
540,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Mott Mac,Mott Macdonald,Companies and groups,Discuss trade and investment
541,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,EDF,EDF,Companies and groups,Discuss trade and investment
542,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Nexen,Nexen,Companies and groups,Discuss trade and investment
543,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Sinopec,Sinopec,Companies and groups,Discuss trade and investment
544,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,AMEC,AMEC,Companies and groups,Discuss trade and investment
545,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Shell,Shell,Companies and groups,Discuss trade and investment
546,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,BG Group,BG Group,Companies and groups,Discuss trade and investment
547,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,China National Nuclear Corporation,China National Nuclear Corporation,Municipal / state body,Discuss trade and investment
548,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,State Nuclear Power Technology Co Ltd,State Nuclear Power Technology Co Ltd,Companies and groups,Discuss trade and investment
549,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,China Renewable Energy Engineering Institute,China Renewable Energy Engineering Institute,Municipal / state body,Discuss trade and investment
550,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Yingli Group,Yingli Group,Companies and groups,Discuss trade and investment
551,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Trina Solar,Trina Solar,Companies and groups,Discuss trade and investment
552,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,China Development Bank,China Development Bank,Companies and groups,Discuss trade and investment
553,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Tsinghua University,Tsinghua University,Academic institutions,Discuss trade and investment
554,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,China First Heavy Industries,China First Heavy Industries,Companies and groups,Discuss trade and investment
555,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Shanghai Electric Group Co Ltd,Shanghai Electric Group Co Ltd,Companies and groups,Discuss trade and investment
556,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Dongfang Electric Corporation,Dongfang Electric Corporation,Companies and groups,Discuss trade and investment
557,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,China General Nuclear Power,China General Nuclear Power,Municipal / state body,Discuss trade and investment
558,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Europe EnergyCorporation,Europe Energy Corporation,Companies and groups,Discuss trade and investment
559,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,China Longyuan Power Group Co Ltd,China Longyuan Power Group Co Ltd,Companies and groups,Discuss trade and investment
560,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Shandong Kerui Group,Shandong Kerui Group,Companies and groups,Discuss trade and investment
561,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Yantai Jierui Group,Yantai Jierui Group,Companies and groups,Discuss trade and investment
562,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,SBU Beijing Goldwind,SBU Beijing Goldwind,Companies and groups,Discuss trade and investment
563,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Guangdong Mingyang Wind Power,Guangdong Mingyang Wind Power,Companies and groups,Discuss trade and investment
564,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Guohua Energy Investment Corporation,Guohua Energy Investment Corporation,Companies and groups,Discuss trade and investment
565,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,CECEP (Tianjin) Investment Group,CECEP (Tianjin) Investment Group,Companies and groups,Discuss trade and investment
566,142,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,GAO Hui,GAO Hui,Companies and groups,Discuss trade and investment
567,143,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,BAE Systems,BAE Systems,Companies and groups,Discuss trade and investment
568,143,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,British American Tobacco,British American Tobacco,Companies and groups,Discuss trade and investment
569,143,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Rio Tinto,Rio Tinto,Companies and groups,Discuss trade and investment
570,143,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,AstraZeneca,AstraZeneca,Companies and groups,Discuss trade and investment
571,143,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,BP,BP,Companies and groups,Discuss trade and investment
572,143,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Shell,Shell,Companies and groups,Discuss trade and investment
573,143,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Vodafone,Vodafone Group,Companies and groups,Discuss trade and investment
574,143,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,HSBC,HSBC,Companies and groups,Discuss trade and investment
575,143,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,GlaxoSmithKlein,GlaxoSmithKline,Companies and groups,Discuss trade and investment
576,144,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Alvarez & Marsal Corporate Solutions (Europe),Alvarez & Marsal Corporate Solutions (Europe),Professional consultants,Discuss trade and investment
577,145,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,United Postal Services,United Postal Services,Companies and groups,Discuss trade and investment
578,146,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,BGF - Growth Capital Investors,BGF - Growth Capital Investors,Companies and groups,Discuss trade and investment
579,147,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Lodha Group,Lodha Group,Companies and groups,Discuss trade and investment
580,147,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Piramal Group,Piramal Group,Companies and groups,Discuss trade and investment
581,147,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Emeritus,Emeritus,Companies and groups,Discuss trade and investment
582,147,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Tata and Sons,TATA Limited,Companies and groups,Discuss trade and investment
583,147,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Cipla,Cipla,Companies and groups,Discuss trade and investment
584,147,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,CA Technologies,CA Technologies,Companies and groups,Discuss trade and investment
585,147,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,BioCon Ltd,BioCon Ltd,Companies and groups,Discuss trade and investment
586,147,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Hero MotorCorp,Hero MotorCorp,Companies and groups,Discuss trade and investment
587,147,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Cyient,Cyient,Companies and groups,Discuss trade and investment
588,148,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Jaguar Land Rover,Jaguar Land Rover,Companies and groups,Discuss trade and investment
589,149,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Societe Generale,Societe Generale,Companies and groups,Discuss trade and investment
590,149,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,British Bankers Association,British Bankersﾒ Association,Trade association,Discuss trade and investment
591,149,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Barclays,Barclays,Companies and groups,Discuss trade and investment
592,149,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Sullivan & Worcester,Sullivan & Worcester,Companies and groups,Discuss trade and investment
593,149,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Deutsche Bank,Deutsche Bank,Companies and groups,Discuss trade and investment
594,149,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Lloyds,Lloyds of London,Companies and groups,Discuss trade and investment
595,149,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,SMBCE,SMBCE,Companies and groups,Discuss trade and investment
596,150,"Business, Innovation and Skills",Lord Livingston,Minister of State,(Trade and Investment),01/06/2014,Heathrow Airport Holdings,Heathrow Airport Holdings,Companies and groups,Discuss trade and investment
