ID,Name,Link_image,Country,Political_group,Party,Institution,Previous_position,New_position,category_pie,category_bar,brussel_lobbying,Link_profile,Link_source,group2,Description,Paid_unpaid,Answers,Certified,Date of Commission authorisation,Based on advice from Ad hoc Ethical Committee?,Link to authorisation in College of Commissioners' minutes,"Link to Commission authorisation documents, released under freedom of information rules. Click on the links to read the documents",Link Transparency register
134,Catherine Ashton,,UK,S&D,Labour Party,European Commission,High Representative of the Union for Foreign Affairs and Security Policy,A member of the House of Lords,Elected office & public sector,Elected office,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2122-EN-F1-1.PdF,,No authorisation required,unpaid,,,- ,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2122-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1948/response/7004/attach/3/annexes.Democratic Partyf,
135,Catherine Ashton,,UK,S&D,Labour Party,European Commission,High Representative of the Union for Foreign Affairs and Security Policy,Visiting Fellow at the University of Yale (New Haven) ,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2122-EN-F1-1.PdF,,provided that Baroness ASHTON took care to fulfil her obligations under Articles 245 and 339 of the TFEU and Section 1.7 of the Code of Conduct for Commissioners to behave with discretion and protect collective responsibility and confidentiality; ,unpaid,,,15/04/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2122-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1948/response/7004/attach/3/annexes.Democratic Partyf,
136,Catherine Ashton,,UK,S&D,Labour Party,European Commission,High Representative of the Union for Foreign Affairs and Security Policy,Visiting Professor at King's College (London) in particular in the field of foreign affairs ,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2122-EN-F1-1.PdF,,provided that Baroness ASHTON took care to fulfil her obligations under Articles 245 and 339 of the TFEU and Section 1.7 of the Code of Conduct for Commissioners to behave with discretion and protect collective responsibility and confidentiality; ,unpaid,,,15/04/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2122-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1948/response/7004/attach/3/annexes.Democratic Partyf,
137,Catherine Ashton,,UK,S&D,Labour Party,European Commission,High Representative of the Union for Foreign Affairs and Security Policy,Giving academic lectures at three universities in Boston (USA) between 3 and 7 March 2015 on the subject of relations between the European Union and the United States ,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2113-EN-F1-1.PdF,,on the condition that you strictly abide by your obligations of discretion and protection of collegiality and confidentiality stipulated in Articles 245 and 339 of the TFEU and in section 1.7 of the Code of Conduct for Commissioners. ,paid  ,,,28/01/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2113-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1785/response/6502/attach/3/annexes.Democratic Partyf,
138,Antonio Tajani,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Members_of_the_Presidency_%289290654981%29.jpg/330px-Members_of_the_Presidency_%289290654981%29.jpg,Italy,EPP,Forza Italia - Forward Italy,European Commission,Industry and Entrepreneurship,MEP,Elected office & public sector,Elected office,No,,http://www.europarl.europa.eu/meps/en/2187/ANTONIO_TAJANI_home.html,,No authorisation required,paid  ,,,- ,no,http://www.europarl.europa.eu/meps/en/2187/ANTONIO_TAJANI_home.html,,
141,Androulla Vassiliou,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Androulla_Vassiliou2.jpg/330px-Androulla_Vassiliou2.jpg,Cyprus,ALDE,United Democrats,European Commission,"Education, Culture, Multilingualism and Youth",Representative of the Republic of Cyprus on the High Council of the European University Institute,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.PdF,,,unpaid,,,18/03/2015,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/2136/response/7678/attach/3/Annexes.Democratic Partyf + http://www.asktheeu.org/en/request/2136/response/7678/attach/4/annexes.Democratic Partyf,
142,Androulla Vassiliou,,Cyprus,ALDE,United Democrats,European Commission,"Education, Culture, Multilingualism and Youth",Member of the Board of Trustees of Friends of Europe,"Think tanks, research and academic institutions",Think tanks,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2113-EN-F1-1.PdF,,"provided that Ms VASSILIOU refrained from lobbying the Commission and its departments for eighteen months after leaving the Commission should Friends of Europe decide to become involved in specific projects linked to education, culture, multilingualism and youth and ask for financial support from the European Union. ",unpaid,,,28/01/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2113-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1786/response/6585/attach/2/annexes.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=99436366768-45
143,Androulla Vassiliou,,Cyprus,ALDE,United Democrats,European Commission,"Education, Culture, Multilingualism and Youth",President of the Board of Trustees of the Bank of Cyprus Oncology Centre,Elected office & public sector,Public sector,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2113-EN-F1-1.PdF,,,unpaid,,,28/01/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2113-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1786/response/6585/attach/2/annexes.Democratic Partyf,
144,Androulla Vassiliou,,Cyprus,ALDE,United Democrats,European Commission,"Education, Culture, Multilingualism and Youth",Member of the Board of Trustees of the Cyprus Research and Educational Foundation,"Think tanks, research and academic institutions",Think tanks,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.PdF,,"provided that Ms VASSILIOU refrained from lobbying the Commission and/or its departments for 18 months after leaving office, should the Cyprus Institute and/or the Cyprus Research and Educational Foundation decide to apply for financial support from the European Union ",unpaid,,,18/03/2015,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/2136/response/7678/attach/3/Annexes.Democratic Partyf + http://www.asktheeu.org/en/request/2136/response/7678/attach/4/annexes.Democratic Partyf,
145,Andris Piebalgs,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Andris_Piebalgs-IMG_3681.jpg/300px-Andris_Piebalgs-IMG_3681.jpg,Latvia,NI ,Independent,European Commission,Development,Research Fellow at the Florence School of Regulation of the European University Institute ,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2130-EN-F1-1.PdF,,provided Mr PIEBALGS fulfilled his obligations of discretion and collective responsibility and confidentiality under Articles 245 and 339 of the TFEU and Section 1.7 of the Code of Conduct for Commissioners. ,,,,09/06/2015,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2130-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/2067/response/7281/attach/2/annexes.Democratic Partyf,
146,Andris Piebalgs,,Latvia,NI ,Independent,European Commission,Development,A member of the Friends of the Global Fund Europe ,Private Sector,Companies and Groups,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2109-EN-F1-1.Pdf,,,unpaid,,,10/12/2014,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2109-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1549/response/5975/attach/5/annex%20v.Democratic Partyf + http://www.asktheeu.org/en/request/1549/response/6127/attach/6/annex%20iii.Democratic Partyf + http://www.asktheeu.org/en/request/1549/response/6127/attach/7/annex%20iv.Democratic Partyf,
147,Andris Piebalgs,,Latvia,NI ,Independent,European Commission,Development,Member of the Board of Trustees of Friends of Europe ,"Think tanks, research and academic institutions",Think tanks,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2113-EN-F1-1.PdF,,provided that Mr PIEBALGS refrained from lobbying the Commission and its departments for eighteen months after leaving the Commission should Friends of Europe decide to become involved in specific projects linked to development and ask for financial support from the European Union ,,,,28/01/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2113-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1792/response/6592/attach/3/annexes%203.Democratic Partyf ,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=99436366768-45
148,Andris Piebalgs,,Latvia,NI ,Independent,European Commission,Development,Adviser to the President of Latvia ,Elected office & public sector,Public sector,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2111-EN-F1-1.Pdf,,,,,,13/01/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2111-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1792/response/6592/attach/3/annexes%203.Democratic Partyf,
149,Andris Piebalgs,,Latvia,NI ,Independent,European Commission,Development,Visiting professor at the University of Latvia,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2109-EN-F1-1.Pdf,,,,,,10/12/2014,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2109-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1549/response/5975/attach/5/annex%20v.Democratic Partyf + http://www.asktheeu.org/en/request/1549/response/6127/attach/6/annex%20iii.Democratic Partyf + http://www.asktheeu.org/en/request/1549/response/6127/attach/7/annex%20iv.Democratic Partyf,
150,Andris Piebalgs,,Latvia,NI ,Independent,European Commission,Development,President of the Unity Party in Latvia ,Elected office & public sector,Political parties,No,,,,,,,,,,http://www.vienotiba.lv/par-mums/vienotibas-valde/,,
151,Algirdas Šemeta,https://upload.wikimedia.org/wikipedia/commons/7/78/Algirdas_%C5%A0emeta.jpg,Lithuania,EPP,Homeland Union,European Commission,Taxation and customs union,"Business Ombudsman, a position created by the Memorandum of Understanding of the Anti-Corruption Initiative for Ukraine ",Elected office & public sector,Public sector,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2107-EN-F1-1.Pdf,,,,,,25/11/2014,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2107-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1549/response/5975/attach/8/annex%20iv.Democratic Partyf + http://www.asktheeu.org/en/request/1549/response/6127/attach/6/annex%20iii.Democratic Partyf + http://www.asktheeu.org/en/request/1549/response/6127/attach/7/annex%20iv.Democratic Partyf,
152,Jonathan Hill,https://upload.wikimedia.org/wikipedia/commons/3/3e/Jonathan_Hopkin_Hill%2C_Baron_Hill_of_Oareford.jpg,UK,ECR,Conservative,European Commission,"Financial Stability, Financial Services and Capital Markets Union",Signing with Chartwell Speakers and Literary Agency for speaking engagements at conferences ,Private Sector,Self-employed,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2016/EN/10061-2016-2183-EN-F1-1.PdF,,"provided that Lord Hill complied with his obligations,  under  Article  245  and  Article  339  TFEU  and  the  Code  of  Conduct  for  Commissioners,  to  protect  collective  responsibility  and  the  confidentiality of matters dealt with by the Commission during his term of office  as  a  Member  of  the  Commission,  and  that  he  refrained  from  any  engagement that could conflict with these obligations; ",,,,28/9/2016,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2016/EN/10061-2016-2183-EN-F1-1.Democratic PartyF,https://www.asktheeu.org/en/request/new_roles_of_commissioner_hill,
153,Jonathan Hill,,UK,ECR,Conservative,European Commission,"Financial Stability, Financial Services and Capital Markets Union",Returning to House of Lords,Elected office & public sector,Elected office,No,,,,,,,,,,,,
97197,Alfredo PALLONE,,Italy,EPP,New Centre Right,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,,,,,,Raphael,,,,,
4423,Amalia SARTORI,,Italy,EPP,Forza Italia,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,https://it.wikipedia.org/wiki/Amalia_Sartori,,Was emboilled in judicial proceedings for illegal financing. Most likely retired ,,,Raphael,,,,,
4238,Hans-Peter MARTIN,,Austria,NI,Hans-Peter Martin's List,European Parliament,MEP,Journalist,Private Sector,Media,no,,,,,,,TI-AT,,,,,
28255,Andreas MÖLZER,,Austria,NI,Freedom Party,European Parliament,MEP,Editor for Zur Zeit,Private Sector,Media,no,,http://zurzeit.eu/seiten/impressum_1?SID=686c2689a0cb05c09edac96cbec0fd8f3d9d936a,,,,,TI-AT,,,,,
2307,Hubert PIRKER,,Austria,EPP,Austrian People's Party,European Parliament,MEP,"Business consultant , company owner of Dr. Hubert Pirker - EUCONET",Private Sector,Consultancies,yes ,,http://www.euconet.at/dr-hubert-pirker-2/cv/?lang=en,OVP,,,,TI-AT,,,,,
96879,Hella RANNER,,Austria,EPP,Austrian People's Party,European Parliament,MEP,sentenced to prison for 2 zears and a half in 2014,Others,Prison,no,,https://de.wikipedia.org/wiki/Hella_Ranner,OVP,Should come out soon though,,,TI-AT,,,,,
28252,Richard SEEBER,,Austria,EPP,Austrian People's Party,European Parliament,MEP,Representation of Tirol in Brussels,Elected office & public sector,Public authorities ,no,,https://www.tirol.gv.at/tirol-europa/tirolereuropapolitik/tirol-buero-bruessel/,OVP,,,,TI-AT,,,,,
111026,Ewald STADLER,,Austria,NI,Alliance for the Future,European Parliament,MEP,Lawyer in Austria and Germany. national party leader of REKOS,Private Sector,Law firms,no,,https://en.wikipedia.org/wiki/Ewald_Stadler,,,,,TI-AT,,,,,
